id,steady_timestamp,uct_timestamp,HMS,dominant,neutral,happy,surprise,disgust,fear,sad,angry
0,608619859000,1684324018,"19494 days, 11:46:58",fear,0.3295983959095602,5.799561805549295e-08,0.16068568633145852,6.700369982466788e-12,99.50472122374521,0.004987284907025781,2.0600890979767443e-06
1,608619953000,1684324018,"19494 days, 11:46:58",fear,2.8817223384976387,2.582205976819907e-09,0.006300495442701504,1.1313778418894221e-11,97.03460931777954,0.07736575207673013,1.5946751474871235e-06
2,608620046000,1684324018,"19494 days, 11:46:58",fear,2.46827844530344,5.6045484225775155e-09,0.008447933942079544,5.241994447020837e-11,97.37442135810852,0.1488495501689613,4.589626456663609e-06
3,608620140000,1684324018,"19494 days, 11:46:58",fear,2.8197556734085083,2.115473768382614e-09,0.008119013364193961,1.0505994945536612e-11,97.11777567863464,0.05435638013295829,1.7007447894457073e-06
4,608620234000,1684324018,"19494 days, 11:46:58",fear,2.8391199186444283,1.1143937335422738e-09,0.004832210834138095,4.2127363202677445e-12,97.0568597316742,0.09918647119775414,1.4777005397093035e-06
5,608620328000,1684324019,"19494 days, 11:46:59",fear,2.375400811433792,2.235920303073069e-09,0.007366434874711558,1.2239230354031683e-11,97.52131700515747,0.09591598645783961,2.4623794558920054e-06
6,608620406000,1684324019,"19494 days, 11:46:59",fear,1.990673504769802,1.168206763962898e-09,0.00830256103654392,1.2122232742346056e-11,97.94281125068665,0.058213184820488095,2.3039275376390833e-06
7,608620500000,1684324019,"19494 days, 11:46:59",fear,1.990673504769802,1.168206763962898e-09,0.00830256103654392,1.2122232742346056e-11,97.94281125068665,0.058213184820488095,2.3039275376390833e-06
8,608620593000,1684324019,"19494 days, 11:46:59",fear,3.06638441630509,1.8005261550213668e-09,0.0108266241200305,1.7950346327433315e-11,96.84712868017725,0.07566426516744584,2.9472561260730596e-06
9,608620687000,1684324019,"19494 days, 11:46:59",fear,2.3481667967835906,1.1212772428368076e-09,0.015673452749660283,1.103782799902065e-11,97.57611780451325,0.06003454193992413,3.119202657362502e-06
10,608620781000,1684324019,"19494 days, 11:46:59",fear,2.1874193102121353,1.6023056145786363e-09,0.020817836048081517,5.41317580766542e-12,97.75677919387817,0.03498419828247279,2.0215010110291587e-06
11,608620875000,1684324019,"19494 days, 11:46:59",fear,2.6160158216953278,2.5046234183867533e-09,0.01918539492180571,8.500536700321165e-12,97.32566475868225,0.03913783002644777,2.4063803394369643e-06
12,608620968000,1684324019,"19494 days, 11:46:59",fear,1.8754618242383003,1.8458788317299302e-09,0.021630099217873067,4.665897252982901e-12,98.07707667350769,0.025834640837274492,1.701927310193696e-06
13,608621078000,1684324019,"19494 days, 11:46:59",neutral,39.109304547309875,0.01622443669475615,0.00312283264065627,0.0018600590919959359,4.854023829102516,33.87860953807831,22.136856615543365
14,608621171000,1684324019,"19494 days, 11:46:59",neutral,38.06568086147308,0.08023921982385218,0.006346315785776824,0.0011327754691592418,3.8934376090765,28.300046920776367,29.653117060661316
15,608621281000,1684324020,"19494 days, 11:47:00",neutral,51.88815902997011,0.2263556136626371,0.02620937458928672,0.0036069332385377283,3.607351547917816,21.05962759611771,23.18869222335173
16,608621375000,1684324020,"19494 days, 11:47:00",neutral,49.8434155992765,0.05032175121939197,0.021362617189916784,0.0039061103161490713,7.851033848647338,26.771640988783954,15.458324904242147
17,608621484000,1684324020,"19494 days, 11:47:00",neutral,46.011656522750854,0.0433037435868755,0.02880038518924266,0.004136125062359497,9.164468199014664,32.09903538227081,12.648601830005646
18,608621609000,1684324020,"19494 days, 11:47:00",neutral,46.76126539707184,0.015020077989902347,0.015973106201272458,0.002273593418067321,9.93131622672081,30.459940433502197,12.814214825630188
19,608621703000,1684324020,"19494 days, 11:47:00",neutral,55.44784995602667,0.027869192332614503,0.00475109401247,0.0009162170136234619,6.856964937267597,24.187986504315525,13.473663537124606
20,608621812000,1684324020,"19494 days, 11:47:00",neutral,43.261173367500305,0.03761545231100172,0.014619392459280789,0.0038292342651402578,8.591695129871368,31.924691796302795,16.1663681268692
21,608621921000,1684324020,"19494 days, 11:47:00",sad,30.452459400599075,0.030620500171162166,0.003300021460253981,0.005374941697933211,3.943090415824602,38.988397838068266,26.576751282602395
22,608622015000,1684324020,"19494 days, 11:47:00",sad,30.911368131637573,0.026461409288458526,0.00265169219346717,0.0038981739635346457,3.9205700159072876,37.10363805294037,28.03140878677368
23,608622125000,1684324020,"19494 days, 11:47:00",neutral,39.16186263106616,0.002760625431474815,0.000322085809072115,0.00018912719478001206,3.149186822675088,32.3972979065535,25.28838220696237
24,608622218000,1684324020,"19494 days, 11:47:00",neutral,60.38748025894165,0.013784666953142732,0.024636747548356652,0.0004628653186955489,7.279083877801895,22.34274297952652,9.951811283826828
25,608622312000,1684324021,"19494 days, 11:47:01",neutral,54.944443702697754,0.00497081782668829,0.0006146050964161986,7.937073860375676e-05,3.008809871971607,24.24406111240387,17.797023057937622
26,608622421000,1684324021,"19494 days, 11:47:01",neutral,59.88583564758301,0.006709773879265413,0.0015587758753099479,5.724670586459979e-05,5.003263428807259,23.187538981437683,11.91503256559372
27,608622531000,1684324021,"19494 days, 11:47:01",neutral,51.715826988220215,0.1724660862237215,0.02670906251296401,0.003361725975992158,4.818762838840485,26.56259536743164,16.700279712677002
28,608622625000,1684324021,"19494 days, 11:47:01",neutral,57.68553614616394,0.19620638340711594,0.07650867337360978,0.002730068445089273,7.252109795808792,23.90744686126709,10.87946817278862
29,608622734000,1684324021,"19494 days, 11:47:01",neutral,58.68633985519409,0.023618237173650414,0.008882040856406093,0.00010680375908123096,3.6824338138103485,25.092586874961853,12.506037950515747
30,608622828000,1684324021,"19494 days, 11:47:01",neutral,52.424079179763794,0.2484392374753952,0.03923407930415124,0.004140513919992372,5.66985011100769,29.83749806880951,11.77675873041153
31,608622921000,1684324021,"19494 days, 11:47:01",neutral,49.31716322898865,0.04043538065161556,0.005042186603532173,0.00012748163271680824,3.2163191586732864,27.7701199054718,19.650794565677643
32,608623031000,1684324021,"19494 days, 11:47:01",neutral,45.035579800605774,0.10105996625497937,0.012931579840369523,0.0007634622306795791,4.300808906555176,32.949405908584595,17.599454522132874
33,608623125000,1684324021,"19494 days, 11:47:01",neutral,57.949888706207275,0.0061105150962248445,0.008220612653531134,2.2431292734381714e-05,3.010510466992855,29.720768332481384,9.304485470056534
34,608623234000,1684324021,"19494 days, 11:47:01",neutral,48.23457896709442,0.057153787929564714,0.008860450179781765,0.0002249706994916778,3.770897164940834,28.49002778530121,19.438254833221436
35,608623343000,1684324022,"19494 days, 11:47:02",neutral,76.95343494415283,0.1136397011578083,0.018152472330257297,0.00010244699524264433,2.520652860403061,14.15378600358963,6.240233406424522
36,608623437000,1684324022,"19494 days, 11:47:02",neutral,40.78248143196106,0.06989549729041755,0.010879185720114037,0.0010048642252513673,4.544588550925255,33.74819457530975,20.842956006526947
37,608623531000,1684324022,"19494 days, 11:47:02",neutral,48.09984862804413,0.04692547081504017,0.00952415939536877,0.0002744775201790617,3.280646726489067,29.786863923072815,18.77591758966446
38,608623640000,1684324022,"19494 days, 11:47:02",neutral,61.10659970123764,0.08096543989477335,0.032625103882526325,0.000711644582476473,5.500821307399429,24.54077595958423,8.737506268919262
39,608623734000,1684324022,"19494 days, 11:47:02",neutral,59.095460176467896,0.07428446551784873,0.018170231487601995,0.00104806449598982,6.914029270410538,23.229016363620758,10.667995363473892
40,608623843000,1684324022,"19494 days, 11:47:02",neutral,53.71195994090795,0.02207269849037072,0.0009652282308317784,0.00013131028354614567,2.975357687494617,24.256314292926447,19.03319919307227
41,608623953000,1684324022,"19494 days, 11:47:02",neutral,56.13769292831421,0.022214153432287276,0.004161232936894521,0.0002850754526662058,3.6668747663497925,21.574273705482483,18.59450489282608
42,608624046000,1684324022,"19494 days, 11:47:02",neutral,75.64635872840881,1.2396149337291718,0.06663163658231497,0.0002506297050786088,2.2614656016230583,13.235241174697876,7.5504370033741
43,608624140000,1684324022,"19494 days, 11:47:02",sad,17.215333878993988,0.010137345088878646,0.01174782300950028,6.137115633464418e-05,12.70689070224762,69.47053074836731,0.5852974019944668
44,608624250000,1684324022,"19494 days, 11:47:02",neutral,56.602877378463745,0.20160446874797344,0.006733799818903208,0.0009558760211803019,2.5330528616905212,25.663861632347107,14.990915358066559
45,608624343000,1684324023,"19494 days, 11:47:03",sad,36.32631518401594,0.08299479872143559,0.0026873369061989356,0.0013694951937861669,2.8083279540138215,38.73757056817833,22.040733518644185
46,608624453000,1684324023,"19494 days, 11:47:03",neutral,64.11261558532715,0.3942829556763172,0.025746470782905817,0.0014680175809189677,4.081045463681221,23.93876016139984,7.446085661649704
47,608624546000,1684324023,"19494 days, 11:47:03",neutral,45.40712237358093,0.11121229035779834,0.06553104612976313,0.012085398338967934,12.521247565746307,30.800458788871765,11.082348227500916
